Id de evento;texto_evento;n_filas_originales;n_categorias;n_subcategorias;categorias_originales;subcategorias_originales;categoria_original_unica;subcategoria_original_unica;categoria_modelo;subcategoria_modelo;es_apto_categoria;es_apto_subcategoria;motivo_categoria;motivo_subcategoria;support_categoria;support_subcategoria;Tipo;Fecha Evento;Fecha Final de Evento;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Divipola Dpto;Departmento;Divipola Municipio;Municipio;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Departamento receptor;Municipio receptor;Numero de personas recibidas;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente;Fecha de corte
3328;Se presentaron dos homicidios en Soledad, Atlántico. Las víctimas Bertulio Armando Vargas Narváez y su hijo Boris Armado Vargas Yepez. || .Atlántico-Soledad-lunes 1 enero 2024 || Se presentaron dos homicidios en Soledad, Atlántico, el primero de enero de 2024. Las víctimas Bertulio Armando Vargas Narváez, de 65 años, y su hijo Boris Armado Vargas Yepez, de 34, al parecer fueron asesinados tras ser mencionados anteriormente en un panfleto amenazante como despojadores de tierras. Sujetos en moto llegaron y, sin previo aviso, el parrillero desenfundó un arma de fuego, disparando contra las víctimas. Boris murió en el lugar, mientras que su padre fue llevado a la IPS Agrupasalud, donde falleció debido a la gravedad de las heridas. En el mismo ataque, Dairo Antonio Vega González resultó herido en una mano. La Policía Metropolitana de Barranquilla está investigando el incidente y vincula a las víctimas con presuntas actividades ilícitas y posible involucramiento de actors armados, señalando que Boris Armado Vargas Yepez había sido miembro de la Policía Nacional en el pasado.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-01T00:00:00;;No;No;No;8;Atlántico;8758;Soledad;2;Masculino;;;-;;Mayor de 18 años;Muerto;;;;;01/01/2024;Prensa;El Heraldo;https://www.elheraldo.co/judicial/primer-caso-de-sicariato-de-2024-suma-muerte-de-padre-hijo-en-soledad-1059309;2025-02-12T09:00:08.6311809Z
3352;Asesinan a lider social en Andes, Antioquia || .Antioquia-Andes-viernes 5 enero 2024 || El segundo de los casos fue el de un hombre de 68 años, quien fue reportado como desaparecido desde el pasado 29 de diciembre. Las primeras informaciones indican que el cadáver fue recuperado por bomberos voluntarios en la vereda Orizaba, del municipio de Andes en avanzado estado de descomposición y con una herida causada con arma de fuego.;2;1;2;Ataques contra la población civil;Desaparición forzada || Homicidio intencional en persona protegida;Ataques contra la población civil;;Ataques contra la población civil;NO_USAR;1;0;ok;subcategoria_ambigua;1539;;Violencia;2024-01-05T00:00:00;;No;No;No;5;Antioquia;5034;Andes;1;Masculino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;No aplica;Civil;;;;06/01/2024;Radio;Blu Radio;https://www.bluradio.com/regiones/antioquia/asesinan-a-un-segundo-lider-social-en-antioquia-en-menos-de-24-horas-rg10;2025-02-12T09:00:08.6314955Z
3353;Un grupo fuertemente armado hace presencia en la vereda El Diamante de Segovia, Antioquia || .Antioquia-Segovia-viernes 5 enero 2024 || En la zona conocida como El Diamante, municipio de Segovía, la fundación Sumapaz ha denunciado la presencia de un numeroso grupo de personas con armas largas.;1;1;1;Acciones armadas;Incursión;Acciones armadas;Incursión;Acciones armadas;NO_USAR;1;0;ok;subcategoria_rareza;443;43;Violencia;2024-01-05T00:00:00;;No;No;No;5;Antioquia;5736;Segovia;0;Desconocido;;No Aplica;-;Sin información;Sin información;No aplica;Sin información;;;;05/01/2024;Sociedad Civil;Sin información;https://twitter.com/FunSumapazref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;2025-02-12T09:00:08.6317022Z
3354;Combates entre el Estado Mayor Central y la fuerza pública en Toledo, Antioquia || .Antioquia-Toledo-lunes 8 enero 2024 || En combates entre el Ejército Nacional en el norte de Antioquia, tropas que se encontraban en desplazamiento hacia la vereda Taque, municipio de Toledo, localizado en la subregión norte del departamento de Antioquia, fueron atacadas al parecer por presuntos integrantes del grupo armado organizado residual 18 y 36.;2;1;1;Acciones armadas;Combates;Acciones armadas;Combates;Acciones armadas;Combates;1;1;ok;ok;443;152;Violencia;2024-01-08T00:00:00;;No;No;No;5;Antioquia;5819;Toledo;1;Masculino;;Combatiente;Sin información-Sin información;Población en general;Mayor de 18 años;Muerto;Actor Armado no Estatal;;;;08/01/2024;Radio;Blu Radio;https://www.bluradio.com/regiones/antioquia/un-muerto-y-tres-heridos-dejo-combates-entre-el-ejercito-contra-grupo-armado-en-toledo-antioquia-rg10;2025-02-12T09:00:08.6318084Z
3356;Miembros de las AGC incursionan en || .Antioquia-Apartadó-domingo 7 enero 2024 || En la verda la Unión de Apartadó, Antioquia, paramilitares de las AGC reunen por la fuerza a los pobladores del casco urbano de la vereda. Allí varios mandos del grupo hicieron su presentación e impartieron directrices de comportamiento y normas de conducta a las comunidades.;1;1;1;Ataques contra la población civil;Amenazas (individuales/colectivas);Ataques contra la población civil;Amenazas (individuales/colectivas);Ataques contra la población civil;Amenazas (individuales/colectivas);1;1;ok;ok;1539;165;Violencia;2024-01-07T00:00:00;;No;No;No;5;Antioquia;5045;Apartadó;60;Desconocido;;No Aplica;Sin información-Sin información;Población en general;Desconocido;No aplica;Civil;;;;07/01/2024;Sociedad Civil;Comunidad de paz de San josé de Apartadó;https://twitter.com/i/flow/login?redirect_after_login=%2Fi%2Fflow%2Flogin;2025-02-12T09:00:08.6320163Z
3357;Una mujer fue asesinada de 14 disparos en Girardota, Antioquia || .Antioquia-Girardota-domingo 7 enero 2024 || En la mañana de este domingo, 7 de enero, fue asesinada una mujer mientras tanqueaba su camioneta en una estación de servicio, ubicada sobre la autopista norte vía al peaje Barbosa-Hatillo en jurisdicción del municipio de Girardota, al norte del Valle de Aburrá. Según la información que se conoce hasta el momento, sujetos le propinaron varios impactos con arma de fuego.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-07T00:00:00;;No;No;No;5;Antioquia;5308;Girardota;1;Femenino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;Muerto;Actor Armado no Estatal;;;;07/01/2024;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/mujer-es-asesinada-mientras-tanqueaba-su-vehiculo-en-girardota-antioquia;2025-02-12T09:00:08.6321247Z
3358;Hayan cuerpo sin vida en el Río Medelllín || .Antioquia-Medellín-sábado 6 enero 2024 || Se conoció el hallazgo de un cuerpo sin vida en el río Medellín este sábado, 6 de enero. Según la información que se conoce hasta el momento, el cadáver estaba a la altura de la Terminal de Norte de la capital de Antioquia.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-06T00:00:00;;No;No;No;5;Antioquia;5001;Medellín;1;Masculino;;Desconocida;Sin información-Sin información;Sin información;Sin información;Muerto;Sin información;;;;06/01/2024;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/hallan-cuerpo-en-el-rio-medellin-el-primero-en-lo-que-va-de-2024;2025-02-12T09:00:08.6322672Z
3360;Un adulto mayor fue asesinado por un grupo de personas en Medellín || .Antioquia-Medellín-miércoles 3 enero 2024 || El 4 de enero un hombre murió después de ingresar a un hospital al ser sometido a un linchamiento por parte de la comunidad. Los hechos se dieron el 3 de diciembre cuando se presentó una riña entre vecinos en el barrio La Esperanza en el Doce de Octubre.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-03T00:00:00;;No;No;No;5;Antioquia;5001;Medellín;1;Masculino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;Muerto;Civil;;;;05/01/2024;Prensa;minuto30.com;https://www.minuto30.com/hombre-murio-tras-ser-linchado-por-la-comunidad-en-el-doce-de-octubre/1554209/;2025-02-12T09:00:08.6323797Z
3361;Asesinan a migrante venezolano en el barrio Belen, Medellín || .Antioquia-Medellín-domingo 7 enero 2024 || En la madrugada del 7 de enero, asesinaron a un joven de 22 años en vía publica de Belén. Según información preliminar luego de que saliera de un billar, se escucharon detonaciones de arma de fuego.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-07T00:00:00;;No;No;No;5;Antioquia;5001;Medellín;1;Masculino;;Desconocida;Sin información-Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;Muerto;Sin información;;;;07/01/2024;Prensa;minuto30.com;https://www.minuto30.com/en-via-publica-de-belen-fue-asesinado-a-tiros-hombre-de-22-anos/1554885/;2025-02-12T09:00:08.6324827Z
3362;Disparan contra vehículo dejando 2 personas heridas en Medellín || .Antioquia-Medellín-sábado 6 enero 2024 || La noche de este sábado 6 de enero se registró un ataque armado en contra de un vehículo que se movilizaba por Pilarica, noroccidente de Medellín. Dos personas resultaron lesionadas. En el vehículo, que sería contratista de la Gobernación de Antioquia, iban tres ocupantes, dos hombres y una mujer.;1;1;1;Ataques contra la población civil;Atentado;Ataques contra la población civil;Atentado;Ataques contra la población civil;Atentado;1;1;ok;ok;1539;107;Violencia;2024-01-06T00:00:00;;No;No;No;5;Antioquia;5001;Medellín;2;Desconocido;;Sin Información;Sin información-Sin información;Población en general;Mayor de 18 años;Herido;Civil;;;;06/01/2024;Prensa;minuto30.com;https://www.minuto30.com/atacan-a-bala-vehiculo-por-pilarica-dos-heridos/1554724/;2025-02-12T09:00:08.6325877Z
3363;"Asesinan a un hombre en Itaguí, Antioquia || .Antioquia-Itagüí-domingo 7 enero 2024 || El tercer asesinato se dio en el sur del Valle de Aburrá; poco antes de las 9 de la mañana era atacado a bala un hombre de 45 Años. Esta persona habría llegado en una camioneta hasta el barrio El Porvenir de Itagüí y al bajarse del vehículo, y sin mediar palabra, fue atacado a bala por un hombre que huyó a pie.";1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-07T00:00:00;;No;No;No;5;Antioquia;5360;Itagüí;1;Masculino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;Muerto;Civil;;;;07/01/2024;Prensa;minuto30.com;https://www.minuto30.com/tres-asesinatos-se-registraron-el-7-de-enero-en-el-area-metropolitana/1555232/;2025-02-12T09:00:08.6326917Z
3364;Hombre quedó herido tras recibir un disparo en su cabeza en el barrio Trinidad, Medellín. || .Antioquia-Medellín-miércoles 3 enero 2024 || En horas de la tarde del 3 de enero, un hombre recibió un disparo en el barrio Trinidad.El hombre recibió un disparo en la cabeza, cuando se desplazaba en el andén de la casa de la cultura Culturarte.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-03T00:00:00;;No;No;No;5;Antioquia;5001;Medellín;1;Masculino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;Herido;Civil;;;;04/01/2024;Prensa;minuto30.com;https://www.minuto30.com/hombre-recibio-un-disparo-en-la-cabeza-barrio-trinidad/1553629/;2025-02-12T09:00:08.6327962Z
3365;Asesinan a un hombre con arma de fuego en Amalfí, Antioquia || .Antioquia-Amalfi-sábado 6 enero 2024 || Siendo las 00:05 en el Alto del Cristo, fue ultimado con arma de fuego este hombre, quien presenta heridas en diferentes partes del cuerpo. Móviles e indicados son materia de investigación.;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-06T00:00:00;;No;No;No;5;Antioquia;5031;Amalfi;1;Masculino;;Desconocida;Sin información-Sin información;Población en general;Mayor de 18 años;Muerto;Civil;;;;07/01/2024;Entidad Pública;Gobernacíón;Informe diario de homicidios;2025-02-12T09:00:08.6329007Z
3366;Asesinan a migrante venezolano en Cisneros, Antioquia || .Antioquia-Cisneros-viernes 5 enero 2024 || Municipio: Cisneros Edad: 40 años Sexo: Masculino Víctima: Héctor Enrique Sanabria Montenegro A las 09:25 horas en zona urbana, barrio La Vega, fue hallado ultimado con arma de fuego un ciudadano de nacionalidad venezolana, de 40 años, quien presenta heridas en la espalda y cabeza. Al parecer se encontraban reunidas cuatro personas de género masculino, se presenta una discusión donde un sujeto dispara en varias ocasiones y huye hacia zona boscosa;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-05T00:00:00;;No;No;No;5;Antioquia;5190;Cisneros;1;Masculino;;Desconocida;Sin información-Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;Muerto;Civil;;;;06/01/2024;Entidad Pública;Gobernacíón;Informe diario de homicidios;2025-02-12T09:00:08.6330063Z
3367;De varios tiros asesinan a joven en zona rural de Riohacha || .La Guajira-Riohacha-sábado 6 enero 2024 || El hallazgo del cuerpo sin vida del joven Omar Yesid Ibarra Saban, de 23 años de edad, la tarde del sábado 6 de enero, perturbó la tranquila de los pobladores de la localidad de Tigreras, en la zona rural de Riohacha. El joven fue encontrado en zona enmontada a la entrada del pueblo, con impactos de bala en la cabeza y las manos, además, con quemaduras en el rostro y piernas. De manera aterradora, su cabeza reposaba sobre un costal, dejando a la comunidad sumida en el estupor y la indignación. El hallazgo fue cuando residentes locales observaron la escena brutal al ingresar al pueblo, alertando de inmediato a las autoridades, quienes se desplazaron al sitio para iniciar las investigaciones pertinentes. Ibarra Saban, originario del corregimiento de Tigreras, se desempeñaba como mototaxista, y era conocido en la comunidad por referencia de su familia y amigos, quienes se encuentran sorprendidos por la noticia y buscan respuestas ante este acto de violencia que alteró el orden público. Las circunstancias que rodean este crimen aún no ha sido esclarecidas, por lo que la Policía y las autoridades locales trabajan arduamente para determinar quiénes podrían estar detrás de este asesinato y cuál podría ser el motivo de semejante violencia. Vecinos del pueblo expresan su conmoción y temor ante la brutalidad del crimen, solicitando mayor presencia policial en la zona y exigiendo justicia para Omar Yesid Ibarra Saban. Mientras la investigación avanza, la comunidad de Tigreras enfrenta un duelo colectivo y espera respuestas sobre la identidad del perpetrador y los motivos detrás de este asesinato que ha dejado a todos conmocionados y horrorizados. Este se constituye en el cuarto caso con muertes violentas, que se presenta en el distrito de Riohacha, abanderando en el departamento los asesinatos en este 2024.;1;1;1;Ataques contra la población civil;Tortura;Ataques contra la población civil;Tortura;Ataques contra la población civil;NO_USAR;1;0;ok;subcategoria_rareza;1539;16;Violencia;2024-01-06T00:00:00;;No;No;No;44;La Guajira;44001;Riohacha;1;Masculino;;Transportador(a);-;;Mayor de 18 años;Muerto;;;;;06/01/2024;Prensa;La Guajira Hoy;https://laguajirahoy.com/judiciales/de-varios-tiros-asesinan-a-joven-en-zona-rural-de-riohacha.html;2025-02-12T09:00:08.6331106Z
3369;Hallan cadáver baleado en el rostro y la espalda en la población de Perico, zona rural de Riohacha || .La Guajira-Riohacha-domingo 7 enero 2024;1;1;1;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;Ataques contra la población civil;Homicidio intencional en persona protegida;1;1;ok;ok;1539;790;Violencia;2024-01-07T00:00:00;;No;No;No;44;La Guajira;44001;Riohacha;1;Masculino;;;-;;Mayor de 18 años;Muerto;;;;;;;;;2025-02-12T09:00:08.6332198Z
3370;Masacre de tres personas en la cabecera de la Hormiga, Putumayo || .Putumayo-Valle Del Guamuez-lunes 8 enero 2024 || Dentro de un billar frente a la terminal de La Hormiga, se registró el homicidio de tres personas con arma de fuego. Mientras que una cuarta quedo herida. Al parecer las víctimas eran parte de la barra de un equipo de fútbol y habrían llegado a la ciudad desde Ecuador.;2;1;2;Ataques contra la población civil;Atentado || Masacre (homicidio colectivo);Ataques contra la población civil;;Ataques contra la población civil;NO_USAR;1;0;ok;subcategoria_ambigua;1539;;Violencia;2024-01-08T00:00:00;;No;No;No;86;Putumayo;86865;Valle Del Guamuez;1;Masculino;;Sin Información;Sin información-Sin información;Sin información;Mayor de 18 años;Herido;Sin información;;;;08/01/2024;Prensa;Prisma Visión Putumayo;https://www.facebook.com/photo/?fbid=768480138650381&set=a.463081012523630;2025-02-12T09:00:08.6333259Z
